home_team,away_team,home_score,away_score,season_year,Date_day,Date_hour,first_half,second_half,home_team_goals_current_time,home_team_goals_current_score,home_team_goals,home_team_goals_assist,away_team_goals_current_time,away_team_goals_current_score,away_team_goals,away_team_goals_assist,home_team_yellow_card_current_time,home_team_yellow_card,home_team_yellow_card_why,away_team_yellow_card_current_time,away_team_yellow_card,away_team_yellow_card_why,home_team_red_card_current_time,home_team_red_card,home_team_red_card_why,away_team_red_card_current_time,away_team_red_card,away_team_red_card_why,home_team_substitutions_current_time,home_team_substitutions,home_team_substitutions_with,home_team_substitution_why,away_team_substitutions_current_time,away_team_substitutions,away_team_substitutions_with,away_team_substitution_why,expected_goals_xg_home,expected_goals_xg_host,Ball_Possession_Home,Ball_Possession_Host,Goal_Attempts_Home,Goal_Attempts_Host,Shots_on_Goal_Home,Shots_on_Goal_Host,Shots_off_Goal_Home,Shots_off_Goal_Host,Free_Kicks_Home,Free_Kicks_Host,Corner_Kicks_Home,Corner_Kicks_Host,Offsides_Home,Offsides_Host,Throw_ins_Home,Throw_ins_Host,Goalkeeper_Saves_Home,Goalkeeper_Saves_Host,Fouls_Home,Fouls_Host,Red_Cards_Home,Red_Cards_Host,Yellow_Cards_Home,Yellow_Cards_Host,Total_Passes_Home,Total_Passes_Host,Completed_Passes_Home,Completed_Passes_Host,Attacks_Home,Attacks_Host,Dangerous_Attacks_Home,Dangerous_Attacks_Host,Distance_Covered_(km)_Home,Distance_Covered_(km)_Host,referee,venue,capacity,attendance
Union Berlin,Augsburg,1,1,2023/2024,25.11,17:30,"""0 - 1""","""1 - 0""","[""88'""]",['1 - 1'],['Volland K.'],['-'],"[""39'""]",['0 - 1'],['Demirovic E.'],['(Penalty)'],"[""37'"", ""45+5'""]","['Gosens R.', 'Haberer J.']","['(Tripping)', '(Tripping)']","[""87'"", ""90+5'"", ""90+6'""]","['Dahmen F.', 'Mbabu K.', 'Thorup J.']","['(Delay of game)', '(Unsportsmanlike conduct)', '(Not on pitch)']",,,,,,,"[""67'"", ""76'"", ""76'"", ""76'"", ""86'""]","['Schafer A.', 'Roussillon J.', 'Kaufmann M.', 'Juranovic J.', 'Hollerbach B.']","['Haberer J.', 'Gosens R.', 'Fofana D. D.', 'Trimmel C.', 'Leite D.']","['-', '-', '-', '-', '-']","[""23'"", ""64'"", ""78'"", ""78'"", ""78'""]","['Mbabu K.', 'Vargas R.', 'Breithaupt T.', 'Michel S.', 'Bauer M.']","['Gumny R.', 'Engels A.', 'Tietz P.', 'Demirovic E.', 'Iago']","['(Injury)', '-', '-', '-', '-']",2.32,1.48,56%,44%,16,11,6,2,10,9,17,13,3,4,3,2,22,19,1,5,10,15,,,2,2,546,327,464,249,114,103,41,38,123,123,Badstubner F.  (Ger),Stadion An der Alten Försterei  (Berlin),22 012,22 012
Werder Bremen,Bayer Leverkusen,0,3,2023/2024,25.11,17:30,"""0 - 2""","""0 - 1""",,,,,"[""9'"", ""42'"", ""76'""]","['0 - 1', '0 - 2', '0 - 3']","['Deman O.', 'Frimpong J.', 'Grimaldo A.']","['(Own goal)', '(Hincapie P.)', '(Adli A.)']","[""14'"", ""36'"", ""54'""]","['Bittencourt L.', 'Friedl M.', 'Deman O.']","['(Foul)', '(Tripping)', '(Tripping)']","[""76'""]",['Grimaldo A.'],['(Unsportsmanlike conduct)'],,,,,,,"[""56'"", ""72'"", ""72'"", ""83'"", ""83'""]","['Agu F.', 'Woltemade N.', 'Njinmah J.', 'Stark N.', 'Lynen S.']","['Deman O.', 'Borre R.', 'Bittencourt L.', 'Jung A.', 'Schmid R.']","['-', '-', '-', '-', '-']","[""71'"", ""81'"", ""81'"", ""89'"", ""89'""]","['Adli A.', 'Hlozek A.', 'Tella N.', 'Amiri N.', 'Puerta G.']","['Boniface V.', 'Wirtz F.', 'Frimpong J.', 'Hofmann J.', 'Xhaka G.']","['-', '-', '-', '-', '-']",0.31,1.11,45%,55%,2,13,1,4,1,9,6,19,1,6,5,2,14,17,2,1,15,4,,,3,1,480,690,394,593,92,113,39,52,120,121,Petersen M.  (Ger),Weserstadion  (Bremen),42 100,42 100
Wolfsburg,RB Leipzig,2,1,2023/2024,25.11,17:30,"""1 - 0""","""1 - 1""","[""9'"", ""66'""]","['1 - 0', '2 - 1']","['Wind J.', 'Rogerio']","['(Svanberg M.)', '(Wind J.)']","[""52'""]",['1 - 1'],['Poulsen Y.'],['(Openda L.)'],"[""35'"", ""45+4'"", ""59'"", ""90+2'""]","['Svanberg M.', 'Zesiger C.', 'Lacroix M.', 'Casteels K.']","['(Tripping)', '(Unsportsmanlike conduct)', '(Tripping)', '(Delay of game)']","[""33'"", ""79'""]","['Openda L.', 'Simons X.']","['(Diving)', '(Tripping)']",,,,,,,"[""46'"", ""73'"", ""77'"", ""83'"", ""84'""]","['Jenz M.', 'Paredes K.', 'Arnold M.', 'Gerhardt Y.', 'Tomas T.']","['Bornauw S.', 'Cerny V.', 'Majer L.', 'Svanberg M.', 'Wind J.']","['-', '-', '-', '-', '-']","[""73'"", ""83'"", ""83'""]","['Forsberg E.', 'Carvalho F.', 'Seiwald N.']","['Poulsen Y.', 'Baumgartner C.', 'Haidara A.']","['-', '-', '-']",0.86,3.72,42%,58%,10,26,4,10,6,16,15,17,1,12,0,4,13,19,9,2,18,11,,,4,2,329,591,260,502,90,117,30,85,123,117,Hartmann R.  (Ger),Volkswagen Arena  (Wolfsburg),28 917,25 350
FC Koln,Bayern Munich,0,1,2023/2024,24.11,22:30,"""0 - 1""","""0 - 0""",,,,,"[""20'""]",['0 - 1'],['Kane H.'],['-'],,,,"[""52'""]",['Choupo-Moting E. M.'],['(Holding)'],,,,,,,"[""65'"", ""65'"", ""77'"", ""78'"", ""78'""]","['Alidou F.', 'Tigges S.', 'Paqarada L.', 'Huseinbasic D.', 'Waldschmidt L.']","['Ljubicic D.', 'Selke D.', 'Thielmann J.', 'Kainz F.', 'Kilian L.']","['-', '-', '-', '-', '-']",,,,,0.47,3.13,36%,64%,6,19,2,5,4,14,4,6,3,12,1,1,22,22,4,2,6,4,,,0,1,344,753,272,678,78,136,39,55,124,115,Fritz M.  (Ger),RheinEnergieStadion  (Cologne),50 000,50 000
RB Leipzig,Freiburg,3,1,2023/2024,12.11,21:30,"""1 - 1""","""2 - 0""","[""6'"", ""79'"", ""80'""]","['1 - 0', '2 - 1', '3 - 1']","['Simons X.', 'Openda L.', 'Baumgartner C.']","['-', '(Penalty)', '(Simons X.)']","[""45+6'""]",['1 - 1'],['Rohl M.'],['(Ginter M.)'],"[""62'"", ""63'""]","['Haidara A.', 'Openda L.']","['(Roughing)', '(Unsportsmanlike conduct)']",,,,,,,,,,"[""63'"", ""63'"", ""63'"", ""68'"", ""86'""]","['Henrichs B.', 'Baumgartner C.', 'Poulsen Y.', 'Kampl K.', 'Lenz C.']","['Simakan M.', 'Forsberg E.', 'Sesko B.', 'Haidara A.', 'Simons X.']","['-', '-', '-', '-', '-']","[""79'"", ""79'"", ""88'"", ""88'""]","['Doan R.', 'Gregoritsch M.', 'Adamu J.', 'Schmidt K.']","['Rohl M.', 'Grifo V.', 'Holer L.', 'Gulde M.']","['-', '-', '-', '-']",1.79,0.58,60%,40%,15,9,6,3,9,6,15,10,7,3,0,4,10,25,2,3,10,12,,,2,0,630,347,567,288,117,104,37,39,,,Ittrich P.  (Ger),Red Bull Arena  (Leipzig),47 069,45 000
Werder Bremen,Eintracht Frankfurt,2,2,2023/2024,12.11,19:30,"""1 - 0""","""1 - 2""","[""45+2'"", ""50'""]","['1 - 0', '2 - 0']","['Ducksch M.', 'Borre R.']","['(Penalty)', '(Bittencourt L.)']","[""65'"", ""75'""]","['2 - 1', '2 - 2']","['Skhiri E.', 'Smolcic H.']","['(Marmoush O.)', '(Tuta)']","[""46'""]",['Jung A.'],['(Roughing)'],"[""25'"", ""37'"", ""45+1'""]","['Chaibi F.', 'Max P.', 'Knauff A.']","['(Unsportsmanlike conduct)', '(Tripping)', '(Holding)']",,,,,,,"[""66'"", ""82'"", ""90+1'""]","['Lynen S.', 'Njinmah J.', 'Woltemade N.']","['Bittencourt L.', 'Borre R.', 'Ducksch M.']","['-', '-', '-']","[""46'"", ""46'"", ""56'"", ""64'"", ""90+2'""]","['Dina Ebimbe J.', 'Gotze M.', 'Nkounkou N.', 'Hauge J.', 'Nacho']","['Buta', 'Chaibi F.', 'Max P.', 'Knauff A.', 'Marmoush O.']","['-', '-', '-', '-', '-']",1.85,2.47,50%,50%,14,14,5,3,9,11,11,4,3,7,1,2,16,14,1,3,3,10,,,1,3,514,539,442,469,101,121,33,62,,,Brand B.  (Ger),Weserstadion  (Bremen),42 100,42 100
Bayer Leverkusen,Union Berlin,4,0,2023/2024,12.11,17:30,"""1 - 0""","""3 - 0""","[""23'"", ""57'"", ""73'"", ""83'""]","['1 - 0', '2 - 0', '3 - 0', '4 - 0']","['Grimaldo A.', 'Kossounou O.', 'Tah J.', 'Tella N.']","['(Wirtz F.)', '(Hofmann J.)', '(Grimaldo A.)', '(Adli A.)']",,,,,,,,"[""74'""]",['Ronnow F.'],['(Unsportsmanlike conduct)'],,,,,,,"[""81'"", ""81'"", ""87'"", ""87'"", ""87'""]","['Adli A.', 'Tella N.', 'Mbamba N.', 'Andrich R.', 'Hlozek A.']","['Hofmann J.', 'Frimpong J.', 'Wirtz F.', 'Palacios E.', 'Boniface V.']","['-', '-', '-', '-', '-']","[""24'"", ""46'"", ""64'"", ""78'"", ""78'""]","['Knoche R.', 'Trimmel C.', 'Aaronson B.', 'Gosens R.', 'Behrens K.']","['Bonucci L.', 'Juranovic J.', 'Becker S.', 'Roussillon J.', 'Fofana D. D.']","['(Injury)', '-', '-', '-', '-']",2.51,0.07,66%,34%,19,2,10,2,9,0,4,11,10,1,3,0,13,10,2,6,8,5,,,0,1,813,377,748,298,170,72,46,27,,,Gerach T.  (Ger),BayArena  (Leverkusen),30 210,29 387
Bochum,FC Koln,1,1,2023/2024,11.11,20:30,"""1 - 0""","""0 - 1""","[""25'""]",['1 - 0'],['Daschner L.'],['-'],"[""54'""]",['1 - 1'],['Selke D.'],['(Maina L.)'],"[""33'"", ""40'"", ""77'"", ""90'""]","['Hofmann P.', 'Masovic E.', 'Daschner L.', 'Bernardo']","['(Tripping)', '(Tripping)', '(Roughing)', '(Tripping)']","[""89'""]",['Thielmann J.'],['(Unsportsmanlike conduct)'],,,,,,,"[""69'"", ""81'"", ""81'"", ""81'""]","['Antwi-Adjei C.', 'Broschinski M.', 'Forster P.', 'Paciencia G.']","['Kwarteng M.', 'Asano T.', 'Daschner L.', 'Hofmann P.']","['-', '-', '-', '-']","[""58'"", ""74'"", ""74'"", ""88'""]","['Thielmann J.', 'Schmitz B.', 'Tigges S.', 'Alidou F.']","['Uth M.', 'Carstensen R.', 'Waldschmidt L.', 'Maina L.']","['-', '-', '-', '-']",3.64,0.87,52%,48%,25,10,9,6,16,4,19,17,3,3,1,1,32,30,5,8,14,19,,,4,1,369,360,269,259,141,82,68,36,,,Jollenbeck M.  (Ger),Vonovia Ruhrstadion  (Bochum),26 000,26 000
Augsburg,Hoffenheim,1,1,2023/2024,11.11,17:30,"""0 - 1""","""1 - 0""","[""53'""]",['1 - 1'],['Demirovic E.'],['(Vargas R.)'],"[""23'""]",['0 - 1'],['Weghorst W.'],['(Bulter M.)'],"[""44'""]",['Uduokhai F.'],['(Roughing)'],"[""56'"", ""76'""]","['Promel G.', 'Akpoguma K.']","['(Foul)', '(Foul)']",,,,,,,"[""76'"", ""76'"", ""83'"", ""90+4'"", ""90+4'""]","['Iago', 'Engels A.', 'Mbabu K.', 'Beljo D.', 'Michel S.']","['Pedersen M.', 'Vargas R.', 'Jensen F.', 'Demirovic E.', 'Tietz P.']","['-', '-', '-', '-', '-']","[""70'"", ""70'"", ""90'""]","['Justvan J.', 'Kramaric A.', 'Conte B.']","['Bebou I.', 'Becker F. O.', 'Beier M.']","['-', '-', '-']",1.41,1.29,40%,60%,11,12,6,6,5,6,14,13,3,5,3,2,20,19,5,5,9,11,,,1,2,267,564,206,491,104,94,55,43,,,Brych F.  (Ger),WWK Arena  (Augsburg),30 660,28 260
Bayern Munich,Heidenheim,4,2,2023/2024,11.11,17:30,"""2 - 0""","""2 - 2""","[""14'"", ""44'"", ""72'"", ""85'""]","['1 - 0', '2 - 0', '3 - 2', '4 - 2']","['Kane H.', 'Kane H.', 'Guerreiro R.', 'Choupo-Moting E. M.']","['(Sane L.)', '(Sane L.)', '-', '(Tel M.)']","[""67'"", ""70'""]","['2 - 1', '2 - 2']","['Kleindienst T.', 'Beste J.']","['-', '-']","[""3'""]",['Mazraoui N.'],['(Tripping)'],,,,,,,,,,"[""61'"", ""61'"", ""61'"", ""75'""]","['Choupo-Moting E. M.', 'Guerreiro R.', 'Tel M.', 'Davies A.']","['Gnabry S.', 'Upamecano D.', 'Muller T.', 'Pavlovic A.']","['-', '-', '-', '-']","[""61'"", ""61'"", ""83'"", ""83'"", ""90'""]","['Sessa K.', 'Beck A.', 'Schimmer S.', 'Pick F.', 'Thomalla D.']","['Maloney L.', 'Theuerkauf N.', 'Gimber B.', 'Dinkci E.', 'Beste J.']","['-', '-', '-', '-', '-']",2.28,1.35,68%,32%,18,7,8,2,10,5,7,8,7,2,0,1,19,17,0,4,8,8,,,1,0,787,295,708,215,165,100,56,24,,,Osmers H.  (Ger),Allianz Arena  (Munich),75 024,75 000
Darmstadt,Mainz,0,0,2023/2024,11.11,17:30,"""0 - 0""","""0 - 0""",,,,,,,,,"[""69'"", ""73'"", ""90+1'""]","['Klarer C.', 'Hornby F.', 'Franjic B.']","['(Roughing)', '(Roughing)', '(Foul)']","[""35'"", ""57'"", ""58'""]","['van den Berg S.', 'Zentner R.', 'Kohr D.']","['(Roughing)', '(Foul)', '(Tripping)']",,,,,,,"[""61'"", ""83'"", ""83'""]","['Hornby F.', 'Seydel A.', 'Honsak M.']","['Pfeiffer L.', 'Vilhelmsson O.', 'Skarke T.']","['-', '-', '-']","[""66'"", ""72'"", ""86'""]","['Gruda B.', 'Caci A.', 'Barkok A.']","['Ajorque L.', 'Mwene P.', 'Krauss T.']","['-', '-', '-']",0.63,0.74,57%,43%,9,9,3,0,6,9,16,21,0,5,0,1,21,29,0,3,20,15,,,3,3,516,374,428,281,93,101,20,59,,,Siebert D.  (Ger),Merck-Stadion am Bollenfalltor  (Darmstadt),17 810,17 810
Stuttgart,Dortmund,2,1,2023/2024,11.11,17:30,"""1 - 1""","""1 - 0""","[""42'"", ""83'""]","['1 - 1', '2 - 1']","['Undav D.', 'Guirassy S.']","['(Leweling J.)', '(Penalty)']","[""36'""]",['0 - 1'],['Fullkrug N.'],['(Ryerson J.)'],"[""15'"", ""59'""]","['Undav D.', 'Karazor A.']","['(Unsportsmanlike conduct)', '(Foul)']","[""10'"", ""15'"", ""49'""]","['Kobel G.', 'Adeyemi K.', 'Sabitzer M.']","['(Tripping)', '(Unsportsmanlike conduct)', '(Foul)']",,,,,,,"[""67'"", ""67'"", ""77'"", ""88'"", ""88'""]","['Vagnoman J.', 'Guirassy S.', 'Silas', 'Jeong Woo-Yeong', 'Stergiou L.']","['Fuhrich C.', 'Leweling J.', 'Undav D.', 'Millot E.', 'Mittelstadt M.']","['-', '-', '-', '-', '-']","[""28'"", ""46'"", ""46'"", ""63'"", ""77'""]","['Bensebaini R.', 'Malen D.', 'Reus M.', 'Reyna G.', 'Moukoko Y.']","['Hummels M.', 'Brandt J.', 'Adeyemi K.', 'Nmecha F.', 'Fullkrug N.']","['(Injury)', '-', '-', '-', '-']",4.39,1.12,57%,43%,22,5,10,1,12,4,14,15,6,1,2,1,15,16,0,8,13,16,,,2,3,613,442,546,358,138,89,66,16,,,Stieler T.  (Ger),MHPArena  (Stuttgart),60 449,55 000
B. Monchengladbach,Wolfsburg,4,0,2023/2024,10.11,22:30,"""2 - 0""","""2 - 0""","[""16'"", ""42'"", ""64'"", ""71'""]","['1 - 0', '2 - 0', '3 - 0', '4 - 0']","['Cvancara T.', 'Reitz R.', 'Honorat F.', 'Plea A.']","['(Honorat F.)', '-', '(Netz L.)', '(Scally J.)']",,,,,"[""29'""]",['Elvedi N.'],['(Tripping)'],"[""33'"", ""69'"", ""83'""]","['Arnold M.', 'Vranckx A.', 'Cozza N.']","['(Holding)', '(Roughing)', '(Roughing)']",,,,,,,"[""77'"", ""77'"", ""82'"", ""83'"", ""87'""]","['Neuhaus F.', 'Kramer Ch.', 'Chiarodia F. C.', 'Ngoumou N.', 'Ranos G.']","['Cvancara T.', 'Kone M.', 'Wober M.', 'Plea A.', 'Reitz R.']","['-', '-', '-', '-', '-']","[""46'"", ""54'"", ""55'"", ""67'""]","['Cozza N.', 'Majer L.', 'Baku R.', 'Cerny V.']","['Rogerio', 'Tomas T.', 'Kaminski J.', 'Paredes K.']","['-', '-', '-', '-']",1.98,0.61,48%,52%,16,12,8,4,8,8,13,8,8,5,2,1,21,14,4,4,7,12,,,1,3,496,553,417,487,57,139,28,48,,,Zwayer F.  (Ger),Borussia-Park  (Mönchengladbach),54 042,45 308
Heidenheim,Stuttgart,2,0,2023/2024,5.11,19:30,"""0 - 0""","""2 - 0""","[""70'"", ""90+4'""]","['1 - 0', '2 - 0']","['Schoppner J.', 'Kleindienst T.']","['(Beste J.)', '-']",,,,,"[""44'"", ""74'""]","['Theuerkauf N.', 'Dinkci E.']","['(Tripping)', '(Holding)']","[""67'"", ""74'""]","['Karazor A.', 'Anton W.']","['(Holding)', '(Foul)']",,,,,,,"[""81'"", ""82'"", ""90+1'"", ""90+1'""]","['Dovedan N.', 'Fohrenbach J.', 'Thomalla D.', 'Sessa K.']","['Beck A.', 'Theuerkauf N.', 'Beste J.', 'Dinkci E.']","['-', '-', '-', '-']","[""71'"", ""71'"", ""75'"", ""75'"", ""80'""]","['Raimund L.', 'Leweling J.', 'Stergiou L.', 'Mittelstadt M.', 'Egloff L.']","['Silas', 'Jeong Woo-Yeong', 'Rouault A.', 'Ito H.', 'Karazor A.']","['-', '-', '-', '-', '-']",2.01,2.92,36%,64%,20,15,3,2,17,13,14,8,9,6,2,2,25,19,2,1,7,13,,,2,2,252,619,161,532,83,119,41,50,,,Badstubner F.  (Ger),Voith-Arena  (Heidenheim),15 000,15 000
Wolfsburg,Werder Bremen,2,2,2023/2024,5.11,17:30,"""1 - 1""","""1 - 1""","[""37'"", ""59'""]","['1 - 1', '2 - 1']","['Cerny V.', 'Paredes K.']","['-', '(Majer L.)']","[""7'"", ""65'""]","['0 - 1', '2 - 2']","['Ducksch M.', 'Borre R.']","['-', '(Weiser M.)']","[""6'"", ""66'"", ""80'""]","['Lacroix M.', 'Paredes K.', 'Wind J.']","['(Tripping)', '(Foul)', '(Foul)']","[""63'""]",['Bittencourt L.'],['(Tripping)'],"[""88'""]",['Lacroix M.'],['(Foul)'],,,,"[""57'"", ""57'"", ""74'"", ""84'"", ""84'""]","['Tomas T.', 'Arnold M.', 'Cozza N.', 'Baku R.', 'Kaminski J.']","['Cerny V.', 'Svanberg M.', 'Bornauw S.', 'Maehle J.', 'Paredes K.']","['-', '-', '-', '-', '-']","[""74'"", ""87'"", ""90+2'""]","['Lynen S.', 'Njinmah J.', 'Woltemade N.']","['Bittencourt L.', 'Ducksch M.', 'Borre R.']","['-', '-', '-']",2.03,1.71,53%,47%,15,13,5,4,10,9,13,6,5,2,1,6,14,13,2,3,14,17,1,0,4,1,554,419,482,356,113,77,54,28,,,Reichel T.  (Ger),Volkswagen Arena  (Wolfsburg),28 917,28 917
